"","game_id","user_id","session_count","average_session_len"
"1","55107008","8fa683e59c02c04cb781ac689686db07","18","14.8982804651614"
"2","55107008","335644267c1d5f04eaea7bc6f51b1861","5","4.54497979243596"
"3","55107008","ca3071aad676bc963795a2b09635cdf0","6","6.89945356117354"
"4","55107008","f81167c854f1a0c86cab6188f9995824","14","12.4847957225073"
"5","55107008","988e4873861347113519fbee6dd1c3b0","7","3.23387753111976"
"6","55107008","583361d66ad8b0827cd08d3a5d64af89","2","29.495572924614"
"7","55107008","d775dbe1ca0e2610ae5505e7f489ece0","2","23.3428134342035"
"8","55107008","5593edde722a92a27a8cd6c6df646a2b","6","10.4190547896756"
"9","55107008","d23e73d5004ca552c345f6ac967febc6","11","6.42318648136023"
"10","55107008","b87ab47c55bf64f1b0aef4ca15a94784","1","1.3683988014857"
"11","55107008","b761fc0b92bb8b07435a05d8e835b1c0","0","NaN"
"12","55107008","efeb9c00bb6e1aef1b2464974b467ce2","10","2.06832660158475"
"13","55107008","54ca0e4ca995bbfaa4891aa02fa76b73","7","4.82936350163959"
"14","55107008","fdf56abdb1758fc523e52f4c9bb05803","4","3.31372290551662"
"15","55107008","f004dd170fb65d529e2b92b8111bea72","4","15.3670764178038"
"16","55107008","d709f049d5d903b3177fd104dfa22b0b","4","27.1025706072648"
"17","55107008","f8f155abd3386b137437908518359ff8","6","3.21921404997508"
"18","55107008","7ecd49ff49140689c37c3f5fa1242fdf","2","0.828708604971568"
"19","55107008","535e8e5d1900db849bd3ee23df3a0fda","10","1.54546377897263"
"20","55107008","9629dc07b6b03dbeaa1a816243dd188c","1","1.49465531508128"
"21","55107008","c66189d72bee0e778eaee7e3bdc04ac9","1","2.33725833098094"
"22","55107008","bbfc63939af2c500009384c7aa1a6641","4","0.987677347660065"
"23","55107008","0a6e533c9c6c1d48fb0416fd13214eda","9","2.097238112379"
"24","55107008","82fe9b21a056c10447bcdeb608952f9d","16","1.63172757451733"
"25","55107008","30f0a578ae8406ef483e33e6e2a01e97","2","3.94201856851578"
"26","55107008","3a9bfc126fd0119bfceb36fb4e045195","13","5.262301219121"
"27","55107008","58c5aab18fdbd22764ecbac0aaada925","10","2.15397046367327"
"28","55107008","b97c18974241c777bcb646ae536cb5ca","1","15.0906152009964"
"29","55107008","03dd0abadc4eff0c92cc4b78dd321e0f","1","1.10601819753647"
"30","55107008","61e259afd1fbbebf5b774baf34a311cb","1","1.9196524977684"
"31","55107008","ac8386dc7a69d49146bbb70ca115b8c6","1","45.7046501636505"
"32","55107008","03ca7ade57145fb24045e09810741a77","4","1.41389212210973"
"33","55107008","6da41cd566d3fcd26071d284f59ec057","7","7.85421599887666"
"34","55107008","0e6f5af3a482f0180b7de78693956ab9","1","11.8830380439758"
"35","55107008","23db58b2137a7168d4b1ec21a0262252","1","0.305073022842407"
"36","55107008","b6af21b7a98995e78c6356bc826d416f","3","4.70406424204508"
"37","55107008","c6617db9f7c3d3581e52f035334cb7ca","8","2.59766251295805"
"38","55107008","b32e70abb8670bc7c4a7def5dc682286","9","20.6637317489695"
"39","55107008","7562340c17e57ff648d2fd236d7b829c","4","5.88702713052432"
"40","55107008","f89f6fbafedee14a687fa4f9119ac107","15","4.75178923977746"
"41","55107008","a0992959a0c697e6bd44dded2d96b30b","7","6.11547275724865"
"42","55107008","066d46b9e9f52a451528ad54af65abeb","2","7.91171300411224"
"43","55107008","92284034262e810af3304b966ae96f8e","3","7.11290519502428"
"44","55107008","263153aef7b4586920960116e1656491","14","1.8088869653997"
"45","55107008","e0c8a7c2a55bea779c0c2153388e4ba0","14","6.38440774168287"
"46","55107008","bcebd433e4202e0dd39d9f82a20562d7","17","2.0711320736829"
"47","55107008","2cd2f1322990ddf0ceb93662fae019f8","8","22.4998397295674"
"48","55107008","e4ff26091c7e4d2d1173d3cb046eec51","4","12.7616604566574"
"49","55107008","ea7808c54e67b8bfcec470b4747732ba","32","12.1972971151272"
"50","55107008","6014a88aaf8d36e8b9fc577fc9acbbc1","4","8.0620973944664"
"51","55107008","70643b85eb45f839821dfa8240dfed55","6","1.94448951085409"
"52","55107008","99b0dd651d7348332481ce3061ad72cb","7","3.97885620423726"
"53","55107008","fae970a2a76702fdd1cc2bcf3985351d","8","27.0045812129974"
"54","55107008","929201fdca40e13cfca292e4b89c4e7a","0","NaN"
"55","55107008","dded2670ab2c60ceb4d1649594da6548","2","46.0368360280991"
"56","55107008","77ad2f3ac8a1ea59ab584ffa5397e8c9","19","3.25088453355588"
"57","55107008","e3c8bb3a9e22a96cc30dea6b49324db6","2","9.90076804161072"
"58","55107008","ecd2b7ab32fead03eaebe8dbcc16527e","11","4.01927408774694"
"59","55107008","130042a017a6462b4f195ddf87af1838","4","27.2364943265915"
"60","55107008","c49aec0d1d35b8b92204cfd18b33e0f4","0","NaN"
"61","55107008","6cd1e44e799632c03daf1dcd2bad8766","5","5.33371115048726"
"62","55107008","d4d33cbbe0d7f494c03e29ee91a0f007","4","2.78172528644403"
"63","55107008","af06a036bd518735c3b3d5b22df6c639","5","12.4850538253784"
"64","55107008","53af9014610959f89594db241b52641e","10","14.291498439312"
"65","55107008","891a4b2c2188f3c973da12e9436f191b","7","1.48247025921231"
"66","55107008","f286c86240ddd58f28163dee97475d3b","1","1.59080381790797"
"67","55107008","d8bf13d79079a14fe7a18934155fca38","3","33.7538025127517"
"68","55107008","d759f50739b87231990be5049f99de9a","1","1.14232526620229"
"69","55107008","840127355d1e6fd1bcc33d9960e4e7cd","0","NaN"
"70","55107008","526be89df89ae48f44e9b31969438b6b","7","2.90984882456916"
"71","55107008","140a5c7a3d981e2ae5a36366d6010b6d","2","6.66831949949264"
